ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
3948,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,7,1,12.95,1.3,-1,0.11307354
3949,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,8,1,12.95,1.3,2.3,0.11133621
3950,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,9,1,12.95,1.3,5.6,0.11062507
3951,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,10,2,10.25,-1.3,-1,1.1881745
3952,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,11,2,10.25,-1.3,2.3,1.0635511
3953,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,12,2,10.25,-1.3,5.6,0.75335908
3954,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,13,2,10.25,0,-1,1.2980168
3955,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,14,2,10.25,0,2.3,1.1586348
3956,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,15,2,10.25,0,5.6,0.82606781
3957,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,16,2,10.25,1.3,-1,1.072975
3958,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,17,2,10.25,1.3,2.3,0.95770532
3959,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,18,2,10.25,1.3,5.6,0.66977054
3960,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,19,3,11.6,-1.55,-1,0.55188173
3961,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,20,3,11.6,-1.55,2.3,0.51967156
3962,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,21,3,11.6,-1.55,5.6,0.40038124
3963,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,22,4,11.6,-1.3,5.9,0.26559573
3964,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,23,4,11.6,0,5.9,0.21862613
3965,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,24,4,11.6,1.3,5.9,0.23633716
3966,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,25,5,11.6,1.55,-1,0.43538269
3967,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,26,5,11.6,1.55,2.3,0.40680289
3968,6.8,0.2532751,0.6,9.4,2.6,0.2,2,397.3,361.4,10,3,7,2.6,0,Superheated,37.9,-1,152,27,5,11.6,1.55,5.6,0.30561325
3969,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,1,1,19.95,5.4,-1.5,0.10910232
3970,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,2,1,19.95,5.4,0.8,0.10946155
3971,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,3,1,19.95,5.4,3.1,0.13614415
3972,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,4,1,19.95,8.2,-1.5,0.08332362
3973,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,5,1,19.95,8.2,0.8,0.087090321
3974,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,6,1,19.95,8.2,3.1,0.076231107
3975,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,7,1,19.95,11,-1.5,0.065565057
3976,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,8,1,19.95,11,0.8,0.084466927
3977,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,9,1,19.95,11,3.1,0.10719591
3978,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,10,2,18.25,5.4,-1.5,0.43432468
3979,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,11,2,18.25,5.4,0.8,0.43311968
3980,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,12,2,18.25,5.4,3.1,0.41116524
3981,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,13,2,18.25,8.2,-1.5,0.50149882
3982,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,14,2,18.25,8.2,0.8,0.5015654
3983,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,15,2,18.25,8.2,3.1,0.46623302
3984,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,16,2,18.25,11,-1.5,0.45901051
3985,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,17,2,18.25,11,0.8,0.46006688
3986,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,18,2,18.25,11,3.1,0.42961496
3987,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,19,3,19.1,5.15,-1.5,0.30704534
3988,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,20,3,19.1,5.15,0.8,0.30657145
3989,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,21,3,19.1,5.15,3.1,0.28403684
3990,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,22,4,19.1,5.4,3.4,0.2151238
3991,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,23,4,19.1,8.2,3.4,0.19847849
3992,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,24,4,19.1,11,3.4,0.18970919
3993,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,25,5,19.1,11.25,-1.5,0.15411608
3994,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,26,5,19.1,11.25,0.8,0.15461996
3995,36.9,0.5794536,2.6,3.4,2.6,1.2,1,330.8,287,17,6,5,1.6,26,Subcooled,42.5,-42,96.7,27,5,19.1,11.25,3.1,0.17976569
3996,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,1,1,12.95,1.8,-0.1,0.092413008
3997,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,2,1,12.95,1.8,5.2,0.10186044
3998,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,3,1,12.95,1.8,10.5,0.10378004
3999,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,4,1,12.95,3.6,-0.1,0.069841668
4000,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,5,1,12.95,3.6,5.2,0.071433373
4001,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,6,1,12.95,3.6,10.5,0.091701634
4002,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,7,1,12.95,5.4,-0.1,0.046520375
4003,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,8,1,12.95,5.4,5.2,0.05409183
4004,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,9,1,12.95,5.4,10.5,0.088391505
4005,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,10,2,11.85,1.8,-0.1,0.42486939
4006,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,11,2,11.85,1.8,5.2,0.47535637
4007,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,12,2,11.85,1.8,10.5,0.3907437
4008,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,13,2,11.85,3.6,-0.1,0.39843947
4009,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,14,2,11.85,3.6,5.2,0.46876884
4010,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,15,2,11.85,3.6,10.5,0.43167469
4011,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,16,2,11.85,5.4,-0.1,0.29513395
4012,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,17,2,11.85,5.4,5.2,0.3615019
4013,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,18,2,11.85,5.4,10.5,0.36168653
4014,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,19,3,12.4,1.55,-0.1,0.27478614
4015,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,20,3,12.4,1.55,5.2,0.30641651
4016,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,21,3,12.4,1.55,10.5,0.2598162
4017,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,22,4,12.4,1.8,10.8,0.18042946
4018,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,23,4,12.4,3.6,10.8,0.15145986
4019,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,24,4,12.4,5.4,10.8,0.16061689
4020,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,25,5,12.4,5.65,-0.1,0.13362813
4021,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,26,5,12.4,5.65,5.2,0.15934528
4022,31.8,0.8915224,1.8,7.6,1.8,0.2,0.2,378.1,345.2,11,4,11,1,18,Subcooled,37.9,-1,152,27,5,12.4,5.65,10.5,0.16592717
4023,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,1,1,17.65,2.5,-0.5,0.09648747
4024,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,2,1,17.65,2.5,2.3,0.097563066
4025,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,3,1,17.65,2.5,5.1,0.1395825
4026,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,4,1,17.65,7.8,-0.5,0.073274121
4027,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,5,1,17.65,7.8,2.3,0.07479243
4028,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,6,1,17.65,7.8,5.1,0.07017684
4029,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,7,1,17.65,13.1,-0.5,0.06475208
4030,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,8,1,17.65,13.1,2.3,0.044967663
4031,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,9,1,17.65,13.1,5.1,0.095735237
4032,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,10,2,17.15,2.5,-0.5,0.4212797
4033,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,11,2,17.15,2.5,2.3,0.42264763
4034,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,12,2,17.15,2.5,5.1,0.40753755
4035,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,13,2,17.15,7.8,-0.5,0.39296672
4036,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,14,2,17.15,7.8,2.3,0.39973238
4037,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,15,2,17.15,7.8,5.1,0.38831171
4038,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,16,2,17.15,13.1,-0.5,0.2846061
4039,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,17,2,17.15,13.1,2.3,0.29037395
4040,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,18,2,17.15,13.1,5.1,0.28296214
4041,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,19,3,17.4,2.25,-0.5,0.26158246
4042,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,20,3,17.4,2.25,2.3,0.26333129
4043,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,21,3,17.4,2.25,5.1,0.25620279
4044,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,22,4,17.4,2.5,5.4,0.20933808
4045,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,23,4,17.4,7.8,5.4,0.18191314
4046,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,24,4,17.4,13.1,5.4,0.14741752
4047,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,25,5,17.4,13.35,-0.5,0.11238202
4048,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,26,5,17.4,13.35,2.3,0.11450098
4049,17.9,0.5129541,2.4,6.6,1,0.4,0.6,342,386.4,16,11,6,0.4,26,Superheated,37.9,-1,152,27,5,17.4,13.35,5.1,0.12376044
4050,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,1,1,7.65,-2.3,-0.9,0.10857654
4051,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,2,1,7.65,-2.3,1.9,0.11103179
4052,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,3,1,7.65,-2.3,4.7,0.14919433
4053,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,4,1,7.65,2,-0.9,0.11903945
4054,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,5,1,7.65,2,1.9,0.07966619
4055,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,6,1,7.65,2,4.7,0.080327809
4056,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,7,1,7.65,6.3,-0.9,0.059992027
4057,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,8,1,7.65,6.3,1.9,0.062558174
4058,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,9,1,7.65,6.3,4.7,0.10815135
4059,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,10,2,6.95,-2.3,-0.9,0.97658294
4060,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,11,2,6.95,-2.3,1.9,0.9040851
4061,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,12,2,6.95,-2.3,4.7,0.59862614
4062,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,13,2,6.95,2,-0.9,1.0983508
4063,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,14,2,6.95,2,1.9,1.0180588
4064,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,15,2,6.95,2,4.7,0.66341531
4065,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,16,2,6.95,6.3,-0.9,0.52978951
4066,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,17,2,6.95,6.3,1.9,0.52373093
4067,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,18,2,6.95,6.3,4.7,0.47193614
4068,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,19,3,7.3,-2.55,-0.9,0.37858301
4069,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,20,3,7.3,-2.55,1.9,0.37043452
4070,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,21,3,7.3,-2.55,4.7,0.27163666
4071,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,22,4,7.3,-2.3,5,0.27188921
4072,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,23,4,7.3,2,5,0.26243317
4073,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,24,4,7.3,6.3,5,0.23211136
4074,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,25,5,7.3,6.55,-0.9,0.18592304
4075,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,26,5,7.3,6.55,1.9,0.19106632
4076,38.5,0.7065241,2,5.2,0.4,1,0.2,439.4,364.5,6,9,6,0.6,19,Superheated,42.5,-42,96.7,27,5,7.3,6.55,4.7,0.15326275
4077,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,1,1,9.75,-1,-1.4,0.16612236
4078,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,2,1,9.75,-1,2.4,0.18537445
4079,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,3,1,9.75,-1,6.2,0.28124434
4080,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,4,1,9.75,3.8,-1.4,0.14176321
4081,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,5,1,9.75,3.8,2.4,0.14280939
4082,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,6,1,9.75,3.8,6.2,0.13337135
4083,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,7,1,9.75,8.6,-1.4,0.072290927
4084,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,8,1,9.75,8.6,2.4,0.078005008
4085,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,9,1,9.75,8.6,6.2,0.13076007
4086,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,10,2,7.85,-1,-1.4,2.3210149
4087,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,11,2,7.85,-1,2.4,1.0880039
4088,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,12,2,7.85,-1,6.2,0.9473021
4089,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,13,2,7.85,3.8,-1.4,1.8417994
4090,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,14,2,7.85,3.8,2.4,1.2216043
4091,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,15,2,7.85,3.8,6.2,0.89846909
4092,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,16,2,7.85,8.6,-1.4,0.96094573
4093,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,17,2,7.85,8.6,2.4,0.92612088
4094,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,18,2,7.85,8.6,6.2,0.52715772
4095,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,19,3,8.8,-1.25,-1.4,0.77320099
4096,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,20,3,8.8,-1.25,2.4,0.74642533
4097,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,21,3,8.8,-1.25,6.2,0.54882473
4098,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,22,4,8.8,-1,6.5,0.33192167
4099,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,23,4,8.8,3.8,6.5,0.25947425
4100,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,24,4,8.8,8.6,6.5,0.19433473
4101,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,25,5,8.8,8.85,-1.4,0.24158558
4102,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,26,5,8.8,8.85,2.4,0.24487589
4103,21.4,0.1980185,1.8,4.2,1.4,1,1.2,425.1,335.9,7,10,8,1.8,28,Superheated,42.5,-42,96.7,27,5,8.8,8.85,6.2,0.21092398
4104,29.2,0.1869355,1.8,0.8,2.6,1.2,2.2,418.9,333.2,16,5,11,2.8,23,Subcooled,37.9,-1,152,1,1,19.75,4.5,-2.1,0.074606687
